id,sku,name,description,current_price,current_stock,status,creation_date,last_update
4610,AUD-LOG-04610-L488,Logitech Audífonos inalámbricos Essential L488 Lite,"Audífonos inalámbricos Logitech, modelo L488, versión Lite, acabado blanco; característica principal: Hi-Res Audio. Producto para uso doméstico, académico o profesional según la categoría.",1710,39,1,27/03/2026 11:25,18/05/2026 12:22
4611,RED-UBI-04611-N310,Ubiquiti Switch de red Plus N310 8 puertos,"Switch de red Ubiquiti, modelo N310, versión 8 puertos, acabado azul; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",6510,2,0,26/04/2024 13:22,21/09/2024 19:04
4612,OFI-CAN-04612-J967,Canon Teclado Pro J967 Slim,"Teclado Canon, modelo J967, versión Slim, acabado gris; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",7590,37,1,11/04/2025 02:00,17/08/2025 01:24
4613,MOV-XIA-04613-U652,Xiaomi Smartwatch Advance U652 Pro,"Smartwatch Xiaomi, modelo U652, versión Pro, acabado blanco; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",25270,43,1,10/08/2023 19:07,28/02/2024 00:12
4614,AUD-LOG-04614-J555,Logitech Barra de sonido Smart J555 2.1,"Barra de sonido Logitech, modelo J555, versión 2.1, acabado gris; característica principal: Dolby Audio. Producto para uso doméstico, académico o profesional según la categoría.",10029.9,0,0,30/05/2021 00:27,01/10/2025 17:22
4615,ALM-ADA-04615-T870,ADATA Disco duro externo Max T870 4 TB,"Disco duro externo ADATA, modelo T870, versión 4 TB, acabado blanco; característica principal: portátil. Producto para uso doméstico, académico o profesional según la categoría.",5690,55,1,29/07/2025 17:33,30/10/2025 11:22
4616,AUD-BOS-04616-A815,Bose Barra de sonido Prime A815 2.1,"Barra de sonido Bose, modelo A815, versión 2.1, acabado gris; característica principal: HDMI ARC. Producto para uso doméstico, académico o profesional según la categoría.",8620,38,1,31/10/2024 20:39,25/11/2025 23:36
4617,MOV-OPP-04617-R569,OPPO Smartwatch Advance R569 Active,"Smartwatch OPPO, modelo R569, versión Active, acabado blanco; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",21729.9,29,1,05/08/2025 03:58,06/02/2026 11:27
4618,GAM-ASU-04618-U506,ASUS ROG Mouse gaming Smart U506 Essential,"Mouse gaming ASUS ROG, modelo U506, versión Essential, acabado blanco; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",2760,59,1,15/09/2022 07:25,27/05/2026 20:23
4619,RED-MER-04619-B780,Mercusys Router Wi-Fi Smart B780 AC1200,"Router Wi-Fi Mercusys, modelo B780, versión AC1200, acabado blanco; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",7230,69,1,30/12/2022 03:21,21/02/2024 04:48
4620,OFI-LOG-04620-P424,Logitech Trituradora de papel Max P424 10 hojas,"Trituradora de papel Logitech, modelo P424, versión 10 hojas, acabado blanco; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",1170,77,1,23/12/2024 04:32,12/02/2025 18:16
4621,HOG-KOB-04621-A626,Koblenz Aspiradora Advance A626 Power,"Aspiradora Koblenz, modelo A626, versión Power, acabado negro; característica principal: multisuperficie. Producto para uso doméstico, académico o profesional según la categoría.",6080,91,1,17/12/2025 23:40,29/07/2026 14:28
4622,ACC-LOG-04622-B631,Logitech Cargador USB-C Ultra B631 30 W,"Cargador USB-C Logitech, modelo B631, versión 30 W, acabado gris; característica principal: GaN. Producto para uso doméstico, académico o profesional según la categoría.",109.9,39,1,09/06/2025 19:59,18/04/2026 02:38
4623,HOG-WHI-04623-C286,Whirlpool Aspiradora Connect C286 Compact,"Aspiradora Whirlpool, modelo C286, versión Compact, acabado negro; característica principal: filtro HEPA. Producto para uso doméstico, académico o profesional según la categoría.",5620,0,1,06/06/2023 18:25,24/02/2025 11:54
4624,ALM-ADA-04624-Y489,ADATA Unidad SSD Connect Y489 1 TB,"Unidad SSD ADATA, modelo Y489, versión 1 TB, acabado plata; característica principal: SATA III. Producto para uso doméstico, académico o profesional según la categoría.",1409.9,83,1,02/06/2021 16:51,09/07/2024 14:15
4625,RED-LIN-04625-H928,Linksys Router Wi-Fi Select H928 AX1800,"Router Wi-Fi Linksys, modelo H928, versión AX1800, acabado plata; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",9460,52,1,01/10/2021 21:45,15/11/2021 06:43
4626,AUD-PHI-04626-B742,Philips Audífonos inalámbricos Pro B742 Max,"Audífonos inalámbricos Philips, modelo B742, versión Max, acabado azul; característica principal: ANC. Producto para uso doméstico, académico o profesional según la categoría.",8990,61,1,16/08/2024 19:36,23/11/2025 10:29
4627,GAM-RAZ-04627-J487,Razer Mouse gaming Essential J487 Pro,"Mouse gaming Razer, modelo J487, versión Pro, acabado blanco; característica principal: botones programables. Producto para uso doméstico, académico o profesional según la categoría.",6079.9,41,1,21/09/2022 20:21,13/04/2024 15:57
4628,RED-TP--04628-X100,TP-Link Router Wi-Fi Smart X100 AC1200,"Router Wi-Fi TP-Link, modelo X100, versión AC1200, acabado plata; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",7219.9,27,1,20/11/2023 18:55,09/05/2026 02:36
4629,HOG-T-F-04629-P331,T-fal Aspiradora Max P331 Power,"Aspiradora T-fal, modelo P331, versión Power, acabado azul; característica principal: multisuperficie. Producto para uso doméstico, académico o profesional según la categoría.",1640,27,1,23/01/2024 23:27,07/10/2024 23:30
4630,OFI-SAN-04630-U955,SanDisk Mouse Select U955 Ergo,"Mouse SanDisk, modelo U955, versión Ergo, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",9680,79,1,23/08/2024 00:45,24/06/2025 15:00
4631,ALM-CRU-04631-B330,Crucial Memoria USB Essential B330 32 GB,"Memoria USB Crucial, modelo B330, versión 32 GB, acabado plata; característica principal: alta velocidad. Producto para uso doméstico, académico o profesional según la categoría.",5040,79,1,13/06/2023 00:08,16/11/2025 00:14
4632,OFI-HP-04632-A355,HP Trituradora de papel Prime A355 8 hojas,"Trituradora de papel HP, modelo A355, versión 8 hojas, acabado azul; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",9630,75,1,15/06/2023 19:25,23/12/2023 04:22
4633,MOV-SAM-04633-P396,Samsung Smartphone Prime P396 256 GB,"Smartphone Samsung, modelo P396, versión 256 GB, acabado plata; característica principal: cámara múltiple. Producto para uso doméstico, académico o profesional según la categoría.",17709.9,84,1,12/09/2022 11:49,16/07/2025 07:45
4634,ENE-ENE-04634-P794,Energizer Multicontacto Smart P794 6 salidas,"Multicontacto Energizer, modelo P794, versión 6 salidas, acabado blanco; característica principal: interruptor. Producto para uso doméstico, académico o profesional según la categoría.",1440,74,1,03/12/2023 12:31,21/02/2025 10:47
4635,GAM-STE-04635-W585,SteelSeries Control inalámbrico Ultra W585 Pro,"Control inalámbrico SteelSeries, modelo W585, versión Pro, acabado blanco; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",2960,46,1,01/01/2021 22:57,24/04/2024 17:33
4636,ACC-GEN-04636-E693,Genius Cable USB-C Pro E693 1.5 m,"Cable USB-C Genius, modelo E693, versión 1.5 m, acabado blanco; característica principal: datos. Producto para uso doméstico, académico o profesional según la categoría.",1559.9,47,1,01/06/2022 12:21,03/05/2023 07:59
4637,MOV-MOT-04637-Y433,Motorola Smartwatch Max Y433 Active,"Smartwatch Motorola, modelo Y433, versión Active, acabado blanco; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",3809.9,97,1,03/12/2022 05:55,30/01/2024 20:42
4638,MOV-HUA-04638-V529,Huawei Batería portátil Essential V529 20000 mAh,"Batería portátil Huawei, modelo V529, versión 20000 mAh, acabado azul; característica principal: indicador digital. Producto para uso doméstico, académico o profesional según la categoría.",11390,52,1,17/06/2026 05:24,19/06/2026 08:43
4639,HOG-HAM-04639-S595,Hamilton Beach Cafetera Essential S595 6 tazas,"Cafetera Hamilton Beach, modelo S595, versión 6 tazas, acabado plata; característica principal: apagado automático. Producto para uso doméstico, académico o profesional según la categoría.",7729.9,58,1,13/06/2026 21:38,29/08/2026 02:56
4640,RED-D-L-04640-H640,D-Link Punto de acceso Plus H640 Pro,"Punto de acceso D-Link, modelo H640, versión Pro, acabado plata; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",1239.9,66,1,05/06/2024 05:03,26/04/2026 02:00
4641,RED-TP--04641-J741,TP-Link Switch de red Smart J741 5 puertos,"Switch de red TP-Link, modelo J741, versión 5 puertos, acabado azul; característica principal: no administrable. Producto para uso doméstico, académico o profesional según la categoría.",9060,16,1,28/03/2021 00:40,15/02/2024 01:06
4642,OFI-CAN-04642-Z349,Canon Teclado Smart Z349 Office,"Teclado Canon, modelo Z349, versión Office, acabado gris; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",6390,21,1,27/10/2022 22:34,19/12/2025 22:20
4643,ENE-CYB-04643-B212,CyberPower No-break UPS Pro B212 1500 VA,"No-break UPS CyberPower, modelo B212, versión 1500 VA, acabado negro; característica principal: protección contra sobretensión. Producto para uso doméstico, académico o profesional según la categoría.",7589.9,33,1,30/11/2022 05:09,04/11/2025 00:44
4644,RED-NET-04644-K374,Netgear Punto de acceso Plus K374 AC,"Punto de acceso Netgear, modelo K374, versión AC, acabado negro; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",6290,61,1,04/09/2022 00:37,27/06/2023 16:27
4645,ENE-CYB-04645-S937,CyberPower No-break UPS Advance S937 600 VA,"No-break UPS CyberPower, modelo S937, versión 600 VA, acabado negro; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",1470,11,1,03/09/2022 22:00,19/01/2024 09:26
4646,OFI-HP-04646-W725,HP Mouse Essential W725 M90,"Mouse HP, modelo W725, versión M90, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",800,61,1,21/03/2026 14:49,14/06/2026 01:14
4647,ACC-LOG-04647-E346,Logitech Cargador USB-C Ultra E346 100 W,"Cargador USB-C Logitech, modelo E346, versión 100 W, acabado azul; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",559.9,52,1,27/05/2025 21:05,26/07/2026 10:28
4648,MOV-MOT-04648-P963,Motorola Smartphone Select P963 128 GB,"Smartphone Motorola, modelo P963, versión 128 GB, acabado negro; característica principal: Dual SIM. Producto para uso doméstico, académico o profesional según la categoría.",19030,0,1,27/04/2025 07:10,07/10/2025 00:46
4649,GAM-STE-04649-F966,SteelSeries Control inalámbrico Select F966 Elite,"Control inalámbrico SteelSeries, modelo F966, versión Elite, acabado plata; característica principal: vibración. Producto para uso doméstico, académico o profesional según la categoría.",1290,68,1,08/03/2023 18:24,10/07/2024 19:39
4650,AUD-BOS-04650-P124,Bose Audífonos inalámbricos Pro P124 Plus,"Audífonos inalámbricos Bose, modelo P124, versión Plus, acabado plata; característica principal: ANC. Producto para uso doméstico, académico o profesional según la categoría.",10569.9,6,1,16/06/2022 02:59,10/11/2024 22:15
4651,HOG-WHI-04651-X856,Whirlpool Licuadora Smart X856 1.25 L,"Licuadora Whirlpool, modelo X856, versión 1.25 L, acabado blanco; característica principal: alta potencia. Producto para uso doméstico, académico o profesional según la categoría.",8370,11,1,21/06/2024 07:00,18/05/2026 23:46
4652,RED-NET-04652-E522,Netgear Switch de red Prime E522 5 puertos,"Switch de red Netgear, modelo E522, versión 5 puertos, acabado gris; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",410,64,1,21/01/2023 11:52,11/04/2026 13:28
4653,OFI-KIN-04653-K450,Kingston Teclado Smart K450 K120,"Teclado Kingston, modelo K450, versión K120, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",7039.9,74,1,14/07/2021 14:24,09/11/2021 08:39
4654,RED-LIN-04654-R924,Linksys Punto de acceso Smart R924 Pro,"Punto de acceso Linksys, modelo R924, versión Pro, acabado plata; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",4620,23,1,04/04/2026 19:26,07/05/2026 04:08
4655,GAM-HYP-04655-J215,HyperX Control inalámbrico Ultra J215 Series,"Control inalámbrico HyperX, modelo J215, versión Series, acabado negro; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",3300,0,1,14/04/2023 15:12,22/12/2024 09:24
4656,AUD-LOG-04656-A914,Logitech Barra de sonido Select A914 2.0,"Barra de sonido Logitech, modelo A914, versión 2.0, acabado negro; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",1500,4,0,27/02/2025 02:17,31/07/2026 20:42
4657,GAM-STE-04657-X344,SteelSeries Mouse gaming Max X344 Pro,"Mouse gaming SteelSeries, modelo X344, versión Pro, acabado plata; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",7439.9,53,1,28/04/2023 12:00,23/02/2024 16:00
4658,RED-TP--04658-K647,TP-Link Router Wi-Fi Pro K647 AX1800,"Router Wi-Fi TP-Link, modelo K647, versión AX1800, acabado azul; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",6509.9,58,1,26/04/2023 21:59,11/06/2026 13:47
4659,AUD-JBL-04659-E148,JBL Audífonos inalámbricos Advance E148 Lite,"Audífonos inalámbricos JBL, modelo E148, versión Lite, acabado blanco; característica principal: Hi-Res Audio. Producto para uso doméstico, académico o profesional según la categoría.",8080,65,1,19/04/2024 05:46,30/10/2025 13:18
4660,AUD-BOS-04660-Y477,Bose Barra de sonido Max Y477 2.0,"Barra de sonido Bose, modelo Y477, versión 2.0, acabado gris; característica principal: Dolby Audio. Producto para uso doméstico, académico o profesional según la categoría.",6230,0,1,22/04/2024 04:18,10/11/2024 16:08
